,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000397,0.00071,0.0,1e-06,5e-05,0.000517,0.005037
dr-ibt,500.0,0.000637,0.000838,0.0,6.5e-05,0.000311,0.000911,0.004968
dr-ibt (tau=0),500.0,0.004821,0.0044,1e-06,0.001421,0.00366,0.006953,0.022813
dm,500.0,0.006037,0.002607,3.4e-05,0.004284,0.005699,0.007478,0.014064
dr,500.0,0.000656,0.000937,0.0,6e-05,0.000268,0.000865,0.007302
mrdr,500.0,0.00062,0.000869,0.0,4.9e-05,0.000264,0.000864,0.00597
dr-os (oracle),500.0,0.00012,0.000349,0.0,1e-06,8e-06,4.1e-05,0.003514
dr-os,500.0,0.000625,0.000887,0.0,6.3e-05,0.000294,0.000804,0.006864
switch-dr (oracle),500.0,0.000179,0.000482,0.0,7e-06,2.9e-05,0.000143,0.006318
switch-dr,500.0,0.000625,0.000865,0.0,8.1e-05,0.000338,0.000844,0.007994
