,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000196,0.000578,0.0,1e-06,1e-05,8.2e-05,0.006894
dr-ibt,500.0,0.001873,0.002425,0.0,0.000184,0.001008,0.002569,0.015211
dr-ibt (tau=0),500.0,0.002128,0.002376,0.0,0.000393,0.001218,0.003275,0.012944
dm,500.0,0.004976,0.003343,3.4e-05,0.002516,0.004378,0.00687,0.023722
dr,500.0,0.001606,0.002138,0.0,0.000134,0.000765,0.00241,0.014013
mrdr,500.0,0.001538,0.002097,0.0,0.000125,0.000835,0.002143,0.017235
dr-os (oracle),500.0,0.000168,0.000583,0.0,2e-06,1e-05,4.2e-05,0.005684
dr-os,500.0,0.001697,0.002209,0.0,0.00022,0.000892,0.0023,0.014263
switch-dr (oracle),500.0,0.000193,0.000526,0.0,7e-06,3.9e-05,0.00014,0.004261
switch-dr,500.0,0.001804,0.002194,0.0,0.000191,0.001015,0.002731,0.013216
