,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000545,0.001621,0.0,1e-06,2.1e-05,0.000229,0.01822
dr-ibt,500.0,0.002873,0.003952,0.0,0.000298,0.001358,0.003922,0.024507
dr-ibt (tau=0),500.0,0.00341,0.003848,0.0,0.000502,0.00221,0.004808,0.033368
dm,500.0,0.006292,0.00556,0.0,0.002178,0.004905,0.008759,0.032858
dr,500.0,0.003016,0.004103,0.0,0.000347,0.001599,0.003926,0.038008
mrdr,500.0,0.002928,0.003834,0.0,0.000307,0.001516,0.003886,0.02707
dr-os (oracle),500.0,0.000601,0.00181,0.0,3e-06,2.5e-05,0.000206,0.017637
dr-os,500.0,0.002888,0.004243,0.0,0.000304,0.001188,0.003728,0.043512
switch-dr (oracle),500.0,0.000557,0.001469,0.0,1.3e-05,8.1e-05,0.000388,0.012587
switch-dr,500.0,0.003226,0.004486,0.0,0.000361,0.001487,0.003989,0.028894
