,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001218,0.002587,0.0,3e-06,7.1e-05,0.001213,0.021352
dr-ibt,500.0,0.006048,0.007759,0.0,0.000716,0.003371,0.007932,0.054624
dr-ibt (tau=0),500.0,0.003891,0.004926,0.0,0.000521,0.001972,0.00527,0.031615
dm,500.0,0.005542,0.006031,0.0,0.000923,0.00339,0.008254,0.029401
dr,500.0,0.006128,0.00866,0.0,0.000377,0.002627,0.007938,0.053227
mrdr,500.0,0.006175,0.008644,0.0,0.000502,0.002709,0.008188,0.051327
dr-os (oracle),500.0,0.001053,0.002847,0.0,5e-06,3.3e-05,0.000505,0.034954
dr-os,500.0,0.005758,0.007695,0.0,0.000553,0.00279,0.007732,0.04685
switch-dr (oracle),500.0,0.000812,0.002086,0.0,8e-06,8.3e-05,0.000437,0.017139
switch-dr,500.0,0.00562,0.007502,0.0,0.000514,0.002689,0.008104,0.062959
