,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.00072,0.001055,0.0,1e-05,0.000255,0.001058,0.007525
dr-ibt,500.0,0.000926,0.001125,0.0,0.000124,0.000502,0.001321,0.008182
dr-ibt (tau=0),500.0,0.01376,0.013378,1e-06,0.002919,0.009976,0.021057,0.069928
dm,500.0,0.005003,0.002456,0.000539,0.003226,0.004666,0.00644,0.017145
dr,500.0,0.001012,0.001214,0.0,0.000132,0.000546,0.00151,0.0079
mrdr,500.0,0.00097,0.001167,0.0,0.000159,0.000493,0.001471,0.007272
dr-os (oracle),500.0,6.3e-05,0.000205,0.0,2e-06,9e-06,2.5e-05,0.002111
dr-os,500.0,0.000831,0.000988,0.0,0.000139,0.000446,0.001178,0.007172
switch-dr (oracle),500.0,7.9e-05,0.000209,0.0,4e-06,2.1e-05,6.8e-05,0.003209
switch-dr,500.0,0.000996,0.001372,0.0,0.000142,0.00044,0.00134,0.01184
