,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.002223,0.00452,0.0,1.1e-05,0.000248,0.002262,0.043507
dr-ibt,500.0,0.006241,0.00852,0.0,0.000965,0.00332,0.007738,0.059825
dr-ibt (tau=0),500.0,0.016084,0.016954,0.0,0.002156,0.00986,0.025015,0.090675
dm,500.0,0.048644,0.018704,0.006729,0.035478,0.046492,0.061221,0.116723
dr,500.0,0.006776,0.009584,0.0,0.000907,0.003213,0.008956,0.06125
mrdr,500.0,0.005249,0.007469,0.0,0.000672,0.002503,0.006632,0.056457
dr-os (oracle),500.0,0.002571,0.006225,0.0,2e-05,0.000145,0.002295,0.061403
dr-os,500.0,0.006616,0.009375,0.0,0.000852,0.003228,0.008708,0.061403
switch-dr (oracle),500.0,0.002664,0.005914,0.0,0.0001,0.000608,0.002435,0.060907
switch-dr,500.0,0.006776,0.009584,0.0,0.000907,0.003213,0.008956,0.06125
