,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000333,0.000589,0.0,3e-06,4.4e-05,0.00045,0.003888
dr-ibt,500.0,0.000538,0.000716,0.0,7.2e-05,0.000285,0.000704,0.00521
dr-ibt (tau=0),500.0,0.004587,0.004747,0.0,0.00077,0.003166,0.006354,0.020442
dm,500.0,0.048931,0.006662,0.032855,0.044007,0.048496,0.053198,0.069594
dr,500.0,0.000865,0.00111,0.0,0.000101,0.000409,0.001238,0.005606
mrdr,500.0,0.000575,0.000741,0.0,7.5e-05,0.00027,0.000781,0.005328
dr-os (oracle),500.0,0.000253,0.000606,0.0,4e-06,2.7e-05,0.000155,0.005863
dr-os,500.0,0.000806,0.001033,0.0,9.9e-05,0.000398,0.001123,0.005863
switch-dr (oracle),500.0,0.000286,0.000555,0.0,1.6e-05,8.2e-05,0.000276,0.005531
switch-dr,500.0,0.000865,0.00111,0.0,0.000101,0.000409,0.001238,0.005606
