,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000416,0.000711,0.0,8e-06,0.000117,0.000538,0.005211
dr-ibt,500.0,0.000562,0.000769,0.0,6.9e-05,0.000296,0.000733,0.005351
dr-ibt (tau=0),500.0,0.028496,0.014595,0.000932,0.017509,0.026791,0.037956,0.081712
dm,500.0,0.04528,0.006404,0.026913,0.040678,0.045138,0.049434,0.065341
dr,500.0,0.000822,0.001158,0.0,6.3e-05,0.000327,0.001119,0.006302
mrdr,500.0,0.000546,0.000767,0.0,4.8e-05,0.000252,0.000744,0.0059
dr-os (oracle),500.0,0.000209,0.000556,0.0,3e-06,2.6e-05,0.000115,0.004678
dr-os,500.0,0.00076,0.001076,0.0,6.6e-05,0.000298,0.001077,0.005855
switch-dr (oracle),500.0,0.000207,0.000504,0.0,1e-05,4.7e-05,0.00015,0.004366
switch-dr,500.0,0.000822,0.001158,0.0,6.3e-05,0.000327,0.001119,0.006302
