,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,5.5e-05,0.00017,0.0,1e-06,7e-06,2.3e-05,0.002183
dr-ibt,500.0,0.000565,0.000756,0.0,7e-05,0.00029,0.000749,0.005405
dr-ibt (tau=0),500.0,0.019664,0.010979,0.000675,0.011124,0.018325,0.025912,0.055671
dm,500.0,0.055623,0.006996,0.035171,0.050691,0.05549,0.060099,0.075577
dr,500.0,0.000838,0.001108,0.0,0.000102,0.000382,0.001151,0.006821
mrdr,500.0,0.000613,0.000795,0.0,8.4e-05,0.000327,0.000842,0.00548
dr-os (oracle),500.0,0.000824,0.001208,0.0,2.1e-05,0.000306,0.001132,0.007218
dr-os,500.0,0.000914,0.001189,0.0,0.000116,0.000445,0.00121,0.007218
switch-dr (oracle),500.0,0.000732,0.001115,0.0,4e-05,0.000235,0.000956,0.006821
switch-dr,500.0,0.000838,0.001108,0.0,0.000102,0.000382,0.001151,0.006821
