,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000169,0.00038,0.0,3e-06,1.9e-05,0.000133,0.003608
dr-ibt,500.0,0.000401,0.000566,0.0,3.9e-05,0.000162,0.000536,0.003783
dr-ibt (tau=0),500.0,0.03883,0.019279,0.002835,0.02417,0.036446,0.053112,0.096799
dm,500.0,0.052183,0.007136,0.035083,0.047214,0.052023,0.056895,0.075814
dr,500.0,0.000728,0.001005,0.0,7.4e-05,0.000326,0.000959,0.007706
mrdr,500.0,0.000471,0.000677,0.0,4.2e-05,0.00019,0.000575,0.004274
dr-os (oracle),500.0,0.000504,0.000982,0.0,5e-06,6e-05,0.000581,0.008046
dr-os,500.0,0.00074,0.00103,0.0,7.5e-05,0.000347,0.000999,0.008046
switch-dr (oracle),500.0,0.000461,0.000883,0.0,1.5e-05,9.8e-05,0.000483,0.007706
switch-dr,500.0,0.000728,0.001005,0.0,7.4e-05,0.000326,0.000959,0.007706
