,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000573,0.00122,0.0,1e-06,4.4e-05,0.000543,0.011793
dr-ibt,500.0,0.001063,0.001579,0.0,9.3e-05,0.000493,0.001338,0.012809
dr-ibt (tau=0),500.0,0.007498,0.008729,0.0,0.001225,0.004626,0.010745,0.061403
dm,500.0,0.0077,0.0043,0.000377,0.004697,0.007011,0.009895,0.023802
dr,500.0,0.001176,0.001757,0.0,0.000108,0.000467,0.001514,0.015345
mrdr,500.0,0.001123,0.00172,0.0,8.6e-05,0.000446,0.001478,0.015389
dr-os (oracle),500.0,0.000513,0.001159,0.0,3e-06,3.1e-05,0.000428,0.010796
dr-os,500.0,0.001119,0.001713,0.0,0.000105,0.000486,0.001396,0.012748
switch-dr (oracle),500.0,0.000446,0.001018,0.0,7e-06,5.4e-05,0.000346,0.007657
switch-dr,500.0,0.001148,0.001609,0.0,0.000131,0.000521,0.001457,0.009959
