,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001501,0.003524,0.0,1e-06,6.3e-05,0.001225,0.03374
dr-ibt,500.0,0.005549,0.007177,0.0,0.000586,0.002537,0.007783,0.03863
dr-ibt (tau=0),500.0,0.00449,0.007378,0.0,0.000268,0.00174,0.004873,0.047835
dm,500.0,0.043182,0.017656,0.007963,0.029555,0.041448,0.055203,0.098951
dr,500.0,0.00574,0.007727,0.0,0.000617,0.00253,0.00745,0.039263
mrdr,500.0,0.004602,0.006055,0.0,0.000553,0.00215,0.006089,0.033768
dr-os (oracle),500.0,0.002114,0.004969,0.0,2.1e-05,0.000131,0.001533,0.039568
dr-os,500.0,0.005615,0.007542,0.0,0.000666,0.002492,0.007226,0.039568
switch-dr (oracle),500.0,0.002274,0.00479,0.0,8.6e-05,0.00055,0.001933,0.039263
switch-dr,500.0,0.00574,0.007727,0.0,0.000617,0.00253,0.00745,0.039263
