,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001319,0.002527,0.0,2e-06,0.000216,0.0016,0.01555
dr-ibt,500.0,0.003074,0.004106,0.0,0.00035,0.001482,0.003995,0.02547
dr-ibt (tau=0),500.0,0.00469,0.005731,0.0,0.000624,0.002342,0.006772,0.032762
dm,500.0,0.005861,0.004801,0.0,0.002179,0.00484,0.008445,0.027298
dr,500.0,0.002761,0.003841,0.0,0.000252,0.001191,0.003672,0.026117
mrdr,500.0,0.002684,0.003682,0.0,0.000231,0.001125,0.003643,0.021204
dr-os (oracle),500.0,0.000459,0.001307,0.0,4e-06,2.3e-05,0.000146,0.012348
dr-os,500.0,0.002966,0.004103,0.0,0.000272,0.001372,0.003743,0.02671
switch-dr (oracle),500.0,0.000475,0.001189,0.0,1e-05,7.2e-05,0.000303,0.009655
switch-dr,500.0,0.00321,0.004417,0.0,0.000372,0.001646,0.004224,0.03302
