,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000171,0.000348,0.0,0.0,1.4e-05,0.000194,0.003554
dr-ibt,500.0,0.000401,0.000574,0.0,3.5e-05,0.000165,0.000537,0.004246
dr-ibt (tau=0),500.0,0.001158,0.002304,0.0,6.3e-05,0.000279,0.000855,0.013763
dm,500.0,0.043288,0.006637,0.025719,0.038672,0.04298,0.047588,0.064715
dr,500.0,0.000716,0.000963,0.0,8.5e-05,0.000345,0.000943,0.007095
mrdr,500.0,0.000467,0.000651,0.0,4.6e-05,0.000193,0.000645,0.005354
dr-os (oracle),500.0,0.000314,0.000686,0.0,4e-06,3.4e-05,0.000255,0.005984
dr-os,500.0,0.000695,0.000932,0.0,8e-05,0.00034,0.00093,0.006692
switch-dr (oracle),500.0,0.000368,0.000631,0.0,2.2e-05,0.000138,0.000453,0.00566
switch-dr,500.0,0.000716,0.000963,0.0,8.5e-05,0.000345,0.000943,0.007095
