,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000377,0.000641,0.0,4e-06,8.4e-05,0.000502,0.006006
dr-ibt,500.0,0.000621,0.000779,0.0,6.9e-05,0.000344,0.00088,0.004551
dr-ibt (tau=0),500.0,0.003441,0.003131,0.0,0.000956,0.002829,0.004786,0.020065
dm,500.0,0.042943,0.006528,0.024249,0.038355,0.042787,0.04724,0.063237
dr,500.0,0.000909,0.001212,0.0,9.8e-05,0.000381,0.001335,0.009778
mrdr,500.0,0.000652,0.000847,0.0,7.4e-05,0.000307,0.000958,0.005714
dr-os (oracle),500.0,0.000183,0.000506,0.0,2e-06,2e-05,9.8e-05,0.004377
dr-os,500.0,0.000837,0.001131,0.0,8.2e-05,0.000367,0.001222,0.009247
switch-dr (oracle),500.0,0.000261,0.000493,0.0,1.1e-05,6.5e-05,0.000292,0.004119
switch-dr,500.0,0.000909,0.001212,0.0,9.8e-05,0.000381,0.001335,0.009778
