,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001054,0.001739,0.0,5e-06,0.000209,0.001353,0.011353
dr-ibt,500.0,0.001658,0.002104,0.0,0.000192,0.000788,0.002311,0.014018
dr-ibt (tau=0),500.0,0.010553,0.010973,0.0,0.002076,0.007182,0.015185,0.056123
dm,500.0,0.006166,0.003927,3e-06,0.003285,0.005372,0.008255,0.024914
dr,500.0,0.001829,0.002681,0.0,0.000186,0.000745,0.002381,0.017678
mrdr,500.0,0.001723,0.002414,0.0,0.000183,0.000766,0.002268,0.015165
dr-os (oracle),500.0,0.000272,0.000803,0.0,3e-06,1.9e-05,8.9e-05,0.008811
dr-os,500.0,0.00166,0.002298,0.0,0.000153,0.000771,0.002114,0.01544
switch-dr (oracle),500.0,0.000226,0.000585,0.0,7e-06,4e-05,0.000172,0.006151
switch-dr,500.0,0.001794,0.002221,0.0,0.000204,0.000958,0.002561,0.013718
