,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000915,0.00233,0.0,1e-06,2.5e-05,0.000605,0.02434
dr-ibt,500.0,0.003536,0.009922,0.0,0.000242,0.001189,0.00318,0.107248
dr-ibt (tau=0),500.0,0.004848,0.007732,0.0,0.000266,0.001399,0.005441,0.046231
dm,500.0,0.054326,0.014168,0.01161,0.044934,0.053228,0.063935,0.109122
dr,500.0,0.004035,0.009169,0.0,0.000357,0.001498,0.00405,0.092169
mrdr,500.0,0.002501,0.005077,0.0,0.000216,0.001006,0.002865,0.075061
dr-os (oracle),500.0,0.001875,0.003666,0.0,1.7e-05,0.000185,0.001972,0.032895
dr-os,500.0,0.003069,0.004332,0.0,0.000355,0.001517,0.003897,0.032895
switch-dr (oracle),500.0,0.00181,0.003458,0.0,7.9e-05,0.000394,0.001765,0.032059
switch-dr,500.0,0.004035,0.009169,0.0,0.000357,0.001498,0.00405,0.092169
