,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000519,0.000763,0.0,1.6e-05,0.000181,0.000775,0.005078
dr-ibt,500.0,0.000611,0.000762,0.0,8.9e-05,0.00031,0.000927,0.005357
dr-ibt (tau=0),500.0,0.036569,0.021584,0.000798,0.019106,0.033258,0.050856,0.109063
dm,500.0,0.048761,0.006792,0.030158,0.043937,0.048757,0.05314,0.067827
dr,500.0,0.000918,0.001243,0.0,0.000112,0.000382,0.001242,0.007625
mrdr,500.0,0.000639,0.00085,0.0,7.8e-05,0.00029,0.000894,0.005775
dr-os (oracle),500.0,0.000231,0.000569,0.0,3e-06,2.5e-05,0.000166,0.005836
dr-os,500.0,0.000853,0.001158,0.0,0.00011,0.000371,0.0011,0.007112
switch-dr (oracle),500.0,0.000273,0.00052,0.0,2e-05,0.0001,0.000292,0.005524
switch-dr,500.0,0.000918,0.001243,0.0,0.000112,0.000382,0.001242,0.007625
