,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001634,0.00384,0.0,2e-06,9.6e-05,0.001611,0.043363
dr-ibt,500.0,0.005053,0.007093,0.0,0.000632,0.002325,0.006362,0.044956
dr-ibt (tau=0),500.0,0.0058,0.008788,0.0,0.000666,0.002471,0.00764,0.088777
dm,500.0,0.046855,0.018677,0.008398,0.032975,0.045193,0.057706,0.106563
dr,500.0,0.005486,0.007771,0.0,0.000653,0.002616,0.00663,0.049956
mrdr,500.0,0.004276,0.006089,0.0,0.000479,0.001911,0.005377,0.050589
dr-os (oracle),500.0,0.002613,0.005646,0.0,2.3e-05,0.000199,0.002569,0.044422
dr-os,500.0,0.005427,0.007671,0.0,0.000638,0.00264,0.006692,0.048687
switch-dr (oracle),500.0,0.002828,0.005458,0.0,0.000132,0.00076,0.002837,0.043881
switch-dr,500.0,0.005486,0.007771,0.0,0.000653,0.002616,0.00663,0.049956
