,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001303,0.002383,0.0,1e-06,0.000154,0.001556,0.016154
dr-ibt,500.0,0.002842,0.003998,0.0,0.000244,0.001286,0.003818,0.029776
dr-ibt (tau=0),500.0,0.004649,0.005748,0.0,0.000563,0.00224,0.006901,0.033756
dm,500.0,0.006312,0.005049,1e-06,0.002436,0.005129,0.00926,0.030153
dr,500.0,0.002696,0.00354,0.0,0.000272,0.001206,0.003761,0.020445
mrdr,500.0,0.002559,0.003339,0.0,0.000246,0.00111,0.003704,0.019026
dr-os (oracle),500.0,0.000733,0.002241,0.0,4e-06,2.2e-05,0.000254,0.031906
dr-os,500.0,0.002638,0.003686,0.0,0.000257,0.001204,0.003603,0.03508
switch-dr (oracle),500.0,0.000621,0.00188,0.0,9e-06,6.8e-05,0.000351,0.020981
switch-dr,500.0,0.002749,0.004,0.0,0.000272,0.00119,0.003895,0.038213
