,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000199,0.000442,0.0,3e-06,2.1e-05,0.000163,0.004652
dr-ibt,500.0,0.000413,0.00059,0.0,2.9e-05,0.000184,0.000538,0.00478
dr-ibt (tau=0),500.0,0.035688,0.020265,0.000446,0.019051,0.033566,0.051142,0.088995
dm,500.0,0.046616,0.006706,0.030133,0.041958,0.046465,0.051071,0.066139
dr,500.0,0.000773,0.001055,0.0,8.9e-05,0.000398,0.000948,0.00792
mrdr,500.0,0.000442,0.000623,0.0,3.9e-05,0.000197,0.000588,0.004996
dr-os (oracle),500.0,0.000458,0.000873,0.0,7e-06,5.6e-05,0.000528,0.006058
dr-os,500.0,0.000771,0.001039,0.0,9.4e-05,0.000404,0.000916,0.007129
switch-dr (oracle),500.0,0.000404,0.000788,0.0,1.2e-05,8.1e-05,0.00042,0.005702
switch-dr,500.0,0.000773,0.001055,0.0,8.9e-05,0.000398,0.000948,0.00792
