,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,3.2e-05,0.000127,0.0,0.0,3e-06,1.4e-05,0.001602
dr-ibt,500.0,0.001676,0.001643,0.0,0.000432,0.001234,0.002562,0.008991
dr-ibt (tau=0),500.0,0.001251,0.001334,0.0,0.000256,0.000862,0.001785,0.008376
dm,500.0,0.003326,0.001977,1.9e-05,0.001945,0.002996,0.004409,0.011331
dr,500.0,0.001843,0.001914,0.0,0.000356,0.001293,0.002732,0.010568
mrdr,500.0,0.001802,0.001808,0.0,0.000385,0.001366,0.002689,0.012329
dr-os (oracle),500.0,3.1e-05,0.000102,0.0,2e-06,1e-05,2.7e-05,0.001305
dr-os,500.0,0.001663,0.001727,0.0,0.000306,0.001107,0.002573,0.01126
switch-dr (oracle),500.0,6.6e-05,0.000105,0.0,8e-06,2.8e-05,8.4e-05,0.00102
switch-dr,500.0,0.001835,0.001896,0.0,0.000395,0.001161,0.002775,0.010815
