,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.000294,0.000257,0.0,8.4e-05,0.000238,0.000427,0.001264
dr-ibt,300.0,0.000296,0.000255,0.0,8.7e-05,0.000239,0.000426,0.001262
dr-ibt (tau=0),300.0,0.002555,8.7e-05,0.002251,0.002505,0.00256,0.002623,0.00276
dm,300.0,0.70225,0.010843,0.658538,0.695455,0.70299,0.709074,0.729999
dr,300.0,0.003996,0.005001,0.0,0.000507,0.002205,0.005578,0.02855
mrdr,300.0,0.000782,0.000968,0.0,0.000114,0.000406,0.001075,0.005432
dr-os (oracle),300.0,0.003431,0.004254,0.0,0.000353,0.001736,0.005003,0.022846
dr-os,300.0,0.003431,0.004254,0.0,0.000353,0.001736,0.005003,0.022846
switch-dr (oracle),300.0,0.001704,0.002787,0.0,8.1e-05,0.000487,0.002229,0.016329
switch-dr,300.0,0.003996,0.005001,0.0,0.000507,0.002205,0.005578,0.02855
