,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.074924,0.022164,0.019131,0.058628,0.072757,0.092266,0.137665
dr-ibt,300.0,0.075093,0.021591,0.032811,0.059995,0.073136,0.088274,0.137328
dr-ibt (tau=0),300.0,0.335177,0.012828,0.299398,0.325337,0.335138,0.344612,0.365487
dm,300.0,0.375606,0.012736,0.342674,0.3663,0.375238,0.384424,0.408221
dr,300.0,0.0749,0.022213,0.013904,0.058014,0.073748,0.089434,0.141226
mrdr,300.0,0.07494,0.021684,0.021906,0.059132,0.072149,0.091064,0.146754
dr-os (oracle),300.0,0.077083,0.024056,0.019794,0.06113,0.075081,0.093149,0.158004
dr-os,300.0,0.077083,0.024056,0.019794,0.06113,0.075081,0.093149,0.158004
switch-dr (oracle),300.0,0.071918,0.022331,0.021284,0.055143,0.069819,0.085578,0.133956
switch-dr,300.0,0.072205,0.022437,0.021284,0.055571,0.070045,0.085602,0.133956
