,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.000281,0.000149,0.0,0.000176,0.000258,0.000372,0.000783
dr-ibt,300.0,0.000281,0.000149,1e-06,0.000177,0.000257,0.000369,0.000831
dr-ibt (tau=0),300.0,0.002203,4.6e-05,0.002077,0.00217,0.002203,0.002236,0.002315
dm,300.0,0.70491,0.007193,0.681083,0.700397,0.705286,0.709568,0.722916
dr,300.0,0.001711,0.002672,0.0,0.000173,0.000764,0.001958,0.018718
mrdr,300.0,0.00033,0.00028,0.0,0.000136,0.00027,0.000488,0.002456
dr-os (oracle),300.0,0.001381,0.002044,0.0,0.000115,0.00048,0.00189,0.014826
dr-os,300.0,0.001381,0.002044,0.0,0.000115,0.00048,0.00189,0.014826
switch-dr (oracle),300.0,0.000689,0.001215,0.0,2.9e-05,0.000175,0.000903,0.00982
switch-dr,300.0,0.001711,0.002672,0.0,0.000173,0.000764,0.001958,0.018718
