,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.000184,0.000175,0.0,5.5e-05,0.00015,0.000255,0.001556
dr-ibt,300.0,0.000197,0.000172,0.0,5.2e-05,0.000153,0.000299,0.000894
dr-ibt (tau=0),300.0,0.000709,0.000688,0.000336,0.000529,0.00059,0.000648,0.005043
dm,300.0,0.731299,0.012045,0.700106,0.721653,0.731111,0.739818,0.764866
dr,300.0,0.005294,0.007544,0.0,0.00053,0.002704,0.007144,0.056109
mrdr,300.0,0.000718,0.000842,0.0,9.7e-05,0.000426,0.000931,0.003628
dr-os (oracle),300.0,0.00507,0.0074,0.0,0.000603,0.002113,0.006951,0.06182
dr-os,300.0,0.00507,0.0074,0.0,0.000603,0.002113,0.006951,0.06182
switch-dr (oracle),300.0,0.002944,0.005679,0.0,0.000121,0.000698,0.003118,0.056109
switch-dr,300.0,0.005294,0.007544,0.0,0.00053,0.002704,0.007144,0.056109
