,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.000484,0.001899,0.0,2.5e-05,0.000196,0.000406,0.030886
dr-ibt,300.0,0.000742,0.002725,0.0,7.2e-05,0.000241,0.000484,0.040805
dr-ibt (tau=0),300.0,0.002043,0.001561,0.000483,0.001865,0.001967,0.00205,0.028537
dm,300.0,0.69806,0.025209,0.632065,0.681617,0.698194,0.714165,0.775148
dr,300.0,0.014757,0.020254,1e-06,0.001697,0.006423,0.019881,0.117052
mrdr,300.0,0.004718,0.006043,0.0,0.000558,0.002543,0.006099,0.040942
dr-os (oracle),300.0,0.013282,0.01691,3e-06,0.002044,0.006683,0.019199,0.100503
dr-os,300.0,0.014546,0.01964,3e-06,0.002044,0.006683,0.019518,0.106079
switch-dr (oracle),300.0,0.009229,0.015128,0.0,0.000652,0.003479,0.011242,0.095252
switch-dr,300.0,0.014757,0.020254,1e-06,0.001697,0.006423,0.019881,0.117052
