,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.000146,0.000159,0.0,1.8e-05,9.7e-05,0.000226,0.000851
dr-ibt,300.0,0.00015,0.000157,0.0,2.6e-05,0.000104,0.000226,0.000846
dr-ibt (tau=0),300.0,0.00203,6.8e-05,0.001837,0.00198,0.002032,0.002076,0.002213
dm,300.0,0.722869,0.010801,0.678746,0.71537,0.722217,0.730078,0.758354
dr,300.0,0.004259,0.006109,0.0,0.000555,0.002208,0.005499,0.063571
mrdr,300.0,0.000754,0.000945,0.0,9.2e-05,0.000386,0.001092,0.005852
dr-os (oracle),300.0,0.004061,0.005667,0.0,0.000406,0.001875,0.005565,0.044648
dr-os,300.0,0.004093,0.005921,0.0,0.000406,0.001875,0.005565,0.05434
switch-dr (oracle),300.0,0.002575,0.004115,0.0,0.000193,0.000996,0.003292,0.031075
switch-dr,300.0,0.004259,0.006109,0.0,0.000555,0.002208,0.005499,0.063571
