,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.076332,0.046743,0.000675,0.040121,0.073465,0.103154,0.248627
dr-ibt,300.0,0.088539,0.046905,0.010306,0.053665,0.081314,0.113232,0.240671
dr-ibt (tau=0),300.0,0.336128,0.027831,0.246124,0.316839,0.335119,0.353146,0.428887
dm,300.0,0.371813,0.026498,0.269111,0.354582,0.371583,0.390922,0.442209
dr,300.0,0.08133,0.049714,0.000311,0.043029,0.075921,0.114095,0.241609
mrdr,300.0,0.08244,0.053123,1.1e-05,0.042214,0.073889,0.115403,0.336161
dr-os (oracle),300.0,0.082593,0.049783,4e-06,0.04367,0.073918,0.113817,0.235669
dr-os,300.0,0.082593,0.049783,4e-06,0.04367,0.073918,0.113817,0.235669
switch-dr (oracle),300.0,0.077173,0.051006,1e-06,0.036906,0.067186,0.106169,0.296178
switch-dr,300.0,0.079165,0.05274,1e-06,0.036906,0.071622,0.109528,0.305249
