,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.069446,0.021129,0.022846,0.054731,0.066707,0.085861,0.14075
dr-ibt,300.0,0.071458,0.021569,0.027307,0.054822,0.070228,0.085056,0.135384
dr-ibt (tau=0),300.0,0.331891,0.014013,0.299007,0.322588,0.331562,0.341,0.373547
dm,300.0,0.371304,0.012548,0.333369,0.363554,0.371985,0.379708,0.406866
dr,300.0,0.071596,0.023936,0.011741,0.056674,0.070505,0.08485,0.147638
mrdr,300.0,0.073076,0.024985,0.018523,0.057265,0.072234,0.086933,0.162261
dr-os (oracle),300.0,0.074342,0.023542,0.008908,0.058155,0.073704,0.090901,0.13777
dr-os,300.0,0.074342,0.023542,0.008908,0.058155,0.073704,0.090901,0.13777
switch-dr (oracle),300.0,0.069937,0.021799,0.014349,0.054979,0.06812,0.083663,0.140692
switch-dr,300.0,0.070495,0.022083,0.014349,0.055333,0.068826,0.083873,0.150539
