,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.000673,0.002507,0.0,3.2e-05,0.000194,0.000627,0.03285
dr-ibt,300.0,0.00101,0.003303,0.0,9.6e-05,0.000302,0.000724,0.042712
dr-ibt (tau=0),300.0,0.002374,0.002108,0.000458,0.002113,0.002209,0.002298,0.031986
dm,300.0,0.702441,0.023095,0.62466,0.688493,0.702507,0.71832,0.753714
dr,300.0,0.016566,0.025136,0.0,0.001594,0.007498,0.019848,0.158315
mrdr,300.0,0.005976,0.009267,0.0,0.000458,0.002056,0.008036,0.058098
dr-os (oracle),300.0,0.014436,0.018976,0.0,0.001573,0.007164,0.0194,0.107016
dr-os,300.0,0.015935,0.023261,0.0,0.001573,0.007164,0.0194,0.142211
switch-dr (oracle),300.0,0.008621,0.015902,0.0,0.000399,0.002695,0.009982,0.102595
switch-dr,300.0,0.016566,0.025136,0.0,0.001594,0.007498,0.019848,0.158315
