,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.025975,0.034786,0.0,0.002482,0.011585,0.03799,0.20798
dr-ibt,300.0,0.029405,0.037885,0.0,0.003056,0.016345,0.040015,0.243036
dr-ibt (tau=0),300.0,0.027218,0.035733,2.3e-05,0.002697,0.011933,0.037071,0.22363
dm,300.0,0.681155,0.043706,0.536851,0.651496,0.680281,0.710133,0.830818
dr,300.0,0.043534,0.066848,0.0,0.004055,0.016772,0.05031,0.538146
mrdr,300.0,0.021144,0.032386,1e-06,0.002601,0.00936,0.026479,0.282848
dr-os (oracle),300.0,0.029345,0.040374,1e-06,0.003495,0.015519,0.040287,0.322631
dr-os,300.0,0.040772,0.060836,1e-06,0.003637,0.01605,0.050686,0.478021
switch-dr (oracle),300.0,0.02198,0.038892,0.0,0.001433,0.006092,0.02437,0.317142
switch-dr,300.0,0.043534,0.066848,0.0,0.004055,0.016772,0.05031,0.538146
