,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.000216,0.000733,0.0,0.0,3e-06,3.4e-05,0.007265
dr-ibt,300.0,0.078081,0.022146,0.029885,0.064476,0.075855,0.09002,0.15484
dr-ibt (tau=0),300.0,0.000217,0.000608,0.0,1.6e-05,5.2e-05,0.000142,0.006435
dm,300.0,0.380414,0.0132,0.341753,0.37046,0.381288,0.389416,0.425776
dr,300.0,0.077204,0.023241,0.01545,0.061853,0.073732,0.092507,0.153146
mrdr,300.0,0.076957,0.023817,0.023684,0.060431,0.074,0.090116,0.155548
dr-os (oracle),300.0,0.080061,0.022816,0.020451,0.063553,0.079652,0.093101,0.140868
dr-os,300.0,0.080061,0.022816,0.020451,0.063553,0.079652,0.093101,0.140868
switch-dr (oracle),300.0,0.07683,0.024384,0.023131,0.058758,0.074901,0.091441,0.162621
switch-dr,300.0,0.07714,0.024486,0.023131,0.059012,0.075768,0.091441,0.162621
