,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.015261,0.023902,0.0,0.001005,0.003385,0.021347,0.129088
dr-ibt,300.0,0.019699,0.027913,0.0,0.001365,0.007252,0.027147,0.151819
dr-ibt (tau=0),300.0,0.015667,0.024206,1e-06,0.001751,0.003338,0.019708,0.129088
dm,300.0,0.653177,0.046677,0.535845,0.622161,0.651203,0.688026,0.79409
dr,300.0,0.042518,0.056172,0.0,0.003929,0.02119,0.061805,0.452425
mrdr,300.0,0.017299,0.024404,0.0,0.001527,0.006916,0.023256,0.145569
dr-os (oracle),300.0,0.024748,0.03061,0.0,0.003421,0.013878,0.03324,0.157756
dr-os,300.0,0.040587,0.052338,0.0,0.003739,0.021164,0.057449,0.40869
switch-dr (oracle),300.0,0.02126,0.030061,0.0,0.00129,0.008022,0.028382,0.150819
switch-dr,300.0,0.042518,0.056172,0.0,0.003929,0.02119,0.061805,0.452425
