,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.090616,0.071644,1.4e-05,0.035022,0.075883,0.129122,0.336706
dr-ibt,300.0,0.147819,0.094579,0.000433,0.071925,0.141268,0.201302,0.535967
dr-ibt (tau=0),300.0,0.322602,0.046163,0.193442,0.289481,0.323229,0.349715,0.461926
dm,300.0,0.361576,0.044596,0.228695,0.33183,0.359559,0.391877,0.495081
dr,300.0,0.089772,0.079889,4e-06,0.027575,0.067758,0.132625,0.415286
mrdr,300.0,0.091016,0.094227,2e-06,0.021202,0.062429,0.139786,0.795195
dr-os (oracle),300.0,0.096031,0.083281,1e-06,0.029862,0.07722,0.146618,0.427196
dr-os,300.0,0.096688,0.085191,1e-06,0.029862,0.07722,0.146618,0.465299
switch-dr (oracle),300.0,0.081706,0.068969,0.0,0.024397,0.066299,0.120361,0.341837
switch-dr,300.0,0.086955,0.074223,0.0,0.024792,0.069273,0.130687,0.401225
