,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.000617,0.000958,0.0,1.9e-05,0.00029,0.000747,0.00551
dr-ibt,300.0,0.001127,0.002279,0.0,8.6e-05,0.000359,0.000788,0.012904
dr-ibt (tau=0),300.0,0.002166,0.000429,0.000645,0.002032,0.002182,0.002276,0.004999
dm,300.0,0.710098,0.024124,0.640737,0.694689,0.711076,0.727817,0.766652
dr,300.0,0.018411,0.024823,0.0,0.002142,0.009235,0.024804,0.146285
mrdr,300.0,0.005006,0.006792,0.0,0.000529,0.002475,0.006835,0.042409
dr-os (oracle),300.0,0.016249,0.020567,0.0,0.002357,0.008132,0.022447,0.12683
dr-os,300.0,0.017303,0.023443,0.0,0.002357,0.008132,0.022447,0.12683
switch-dr (oracle),300.0,0.00997,0.017561,0.0,0.000583,0.002564,0.01108,0.119993
switch-dr,300.0,0.018411,0.024823,0.0,0.002142,0.009235,0.024804,0.146285
