,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.000849,0.002614,0.0,7.1e-05,0.000316,0.000819,0.032142
dr-ibt,300.0,0.001328,0.004083,0.0,0.000119,0.000411,0.000847,0.045873
dr-ibt (tau=0),300.0,0.002505,0.002333,2e-05,0.002184,0.002298,0.002409,0.032087
dm,300.0,0.69777,0.02332,0.607477,0.681987,0.695891,0.714249,0.759824
dr,300.0,0.015515,0.025234,0.0,0.001918,0.007389,0.018882,0.25538
mrdr,300.0,0.005417,0.008902,0.0,0.000459,0.002034,0.006386,0.080329
dr-os (oracle),300.0,0.012348,0.014468,0.0,0.001883,0.0062,0.01685,0.071824
dr-os,300.0,0.014551,0.023071,0.0,0.001883,0.0062,0.017295,0.225177
switch-dr (oracle),300.0,0.007647,0.012928,0.0,0.000556,0.002203,0.008929,0.096279
switch-dr,300.0,0.015515,0.025234,0.0,0.001918,0.007389,0.018882,0.25538
