,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.088351,0.078315,0.0,0.023186,0.069031,0.13695,0.357471
dr-ibt,300.0,0.148481,0.092533,0.002783,0.076358,0.135074,0.202049,0.46074
dr-ibt (tau=0),300.0,0.32389,0.047876,0.196323,0.292483,0.322298,0.353814,0.475406
dm,300.0,0.363049,0.04726,0.216114,0.328297,0.35973,0.393113,0.472135
dr,300.0,0.090002,0.076378,1.4e-05,0.030504,0.073339,0.124206,0.410113
mrdr,300.0,0.087469,0.081874,2e-06,0.024517,0.064205,0.125408,0.421671
dr-os (oracle),300.0,0.095765,0.079181,1.5e-05,0.03251,0.080113,0.138004,0.410812
dr-os,300.0,0.09644,0.081175,1.5e-05,0.03251,0.080113,0.138004,0.413445
switch-dr (oracle),300.0,0.0861,0.070893,7e-06,0.03014,0.069738,0.124949,0.311737
switch-dr,300.0,0.09236,0.07754,7e-06,0.032708,0.073358,0.139391,0.386233
