,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.000576,0.000703,0.0,8e-05,0.00038,0.000787,0.004093
dr-ibt,300.0,0.000839,0.001592,0.0,0.000114,0.000411,0.000847,0.010602
dr-ibt (tau=0),300.0,0.002607,0.000326,0.000464,0.002539,0.002659,0.002753,0.003971
dm,300.0,0.683191,0.024598,0.619518,0.665155,0.684256,0.69906,0.74776
dr,300.0,0.014925,0.019956,0.0,0.001667,0.007033,0.018544,0.125918
mrdr,300.0,0.004759,0.006618,0.0,0.000496,0.00202,0.006465,0.048995
dr-os (oracle),300.0,0.012477,0.015147,0.0,0.001445,0.00547,0.018809,0.084156
dr-os,300.0,0.013822,0.017935,0.0,0.001445,0.005603,0.018936,0.102334
switch-dr (oracle),300.0,0.00784,0.012835,0.0,0.000305,0.002208,0.009244,0.078003
switch-dr,300.0,0.014925,0.019956,0.0,0.001667,0.007033,0.018544,0.125918
