,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.000668,0.000785,0.0,0.000101,0.000456,0.001014,0.005577
dr-ibt,300.0,0.000923,0.001658,0.0,0.000154,0.00051,0.001032,0.012234
dr-ibt (tau=0),300.0,0.002806,0.000366,5e-05,0.002716,0.002857,0.002979,0.004598
dm,300.0,0.68056,0.024237,0.61918,0.666804,0.680896,0.696451,0.755299
dr,300.0,0.013404,0.020883,1.6e-05,0.00188,0.005908,0.015995,0.166366
mrdr,300.0,0.004672,0.007501,0.0,0.000398,0.001966,0.006087,0.064043
dr-os (oracle),300.0,0.010558,0.013382,0.0,0.001617,0.005891,0.014257,0.082506
dr-os,300.0,0.012611,0.019276,0.0,0.001617,0.005891,0.014257,0.145842
switch-dr (oracle),300.0,0.006646,0.011517,0.0,0.00054,0.002355,0.00808,0.078889
switch-dr,300.0,0.013404,0.020883,1.6e-05,0.00188,0.005908,0.015995,0.166366
