,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.00013,0.00014,0.0,1.2e-05,8.2e-05,0.000196,0.000601
dr-ibt,300.0,0.000138,0.000138,0.0,2.3e-05,9.4e-05,0.0002,0.000599
dr-ibt (tau=0),300.0,0.001816,0.000135,0.000151,0.001784,0.001832,0.001874,0.001968
dm,300.0,0.721489,0.011516,0.695725,0.713711,0.721448,0.729733,0.754517
dr,300.0,0.004654,0.006445,0.0,0.000445,0.002125,0.006382,0.040013
mrdr,300.0,0.000655,0.000888,0.0,5.6e-05,0.000322,0.000854,0.005085
dr-os (oracle),300.0,0.004418,0.006074,0.0,0.000467,0.00201,0.005538,0.042706
dr-os,300.0,0.004418,0.006074,0.0,0.000467,0.00201,0.005538,0.042706
switch-dr (oracle),300.0,0.002459,0.004568,0.0,0.000115,0.000627,0.002666,0.038683
switch-dr,300.0,0.004654,0.006445,0.0,0.000445,0.002125,0.006382,0.040013
