,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.048785,0.042448,0.0,0.01706,0.037691,0.068456,0.196393
dr-ibt,300.0,0.084559,0.051252,0.010031,0.048172,0.071742,0.113351,0.274945
dr-ibt (tau=0),300.0,0.076425,0.070592,1.3e-05,0.02304,0.059876,0.114474,0.428775
dm,300.0,0.361859,0.026649,0.261123,0.345301,0.361504,0.380347,0.433092
dr,300.0,0.07742,0.047762,1e-06,0.042318,0.067517,0.105977,0.246909
mrdr,300.0,0.078429,0.051221,2.4e-05,0.038711,0.068702,0.107657,0.230238
dr-os (oracle),300.0,0.078477,0.045054,0.000314,0.044121,0.07163,0.111124,0.228421
dr-os,300.0,0.078477,0.045054,0.000314,0.044121,0.07163,0.111124,0.228421
switch-dr (oracle),300.0,0.075901,0.046049,0.000115,0.036128,0.070837,0.105196,0.233433
switch-dr,300.0,0.077403,0.04716,0.000115,0.037605,0.072037,0.106434,0.233433
