,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.088566,0.074066,0.000604,0.03178,0.071918,0.124095,0.350838
dr-ibt,300.0,0.130629,0.089868,0.000555,0.057774,0.109103,0.186767,0.554784
dr-ibt (tau=0),300.0,0.315315,0.048817,0.178105,0.282857,0.314899,0.346555,0.484078
dm,300.0,0.352287,0.044487,0.226353,0.324323,0.354364,0.3819,0.486301
dr,300.0,0.085189,0.074269,1e-06,0.028992,0.069025,0.123325,0.459887
mrdr,300.0,0.088933,0.086169,0.0,0.026645,0.063696,0.119651,0.506054
dr-os (oracle),300.0,0.093285,0.074271,1e-06,0.032003,0.083501,0.136432,0.371042
dr-os,300.0,0.09366,0.074657,1e-06,0.032268,0.083501,0.136432,0.37647
switch-dr (oracle),300.0,0.082305,0.066321,0.0,0.028687,0.070302,0.120986,0.332333
switch-dr,300.0,0.091181,0.075361,0.0,0.029781,0.075531,0.131002,0.371226
