,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.013958,0.025817,0.0,0.000754,0.002317,0.018842,0.20664
dr-ibt,300.0,0.018692,0.030449,0.0,0.001505,0.005858,0.023267,0.259255
dr-ibt (tau=0),300.0,0.013892,0.025177,0.0,0.001793,0.002851,0.01811,0.206639
dm,300.0,0.650254,0.048111,0.501423,0.620765,0.650258,0.680563,0.763661
dr,300.0,0.040834,0.065339,0.0,0.004858,0.020986,0.049025,0.78416
mrdr,300.0,0.018255,0.027127,1e-06,0.001576,0.007186,0.022448,0.159367
dr-os (oracle),300.0,0.02614,0.034299,0.0,0.003993,0.016774,0.035132,0.239633
dr-os,300.0,0.03838,0.06001,0.0,0.004257,0.020788,0.046522,0.691343
switch-dr (oracle),300.0,0.02106,0.035198,0.0,0.001124,0.006334,0.026647,0.234578
switch-dr,300.0,0.040834,0.065339,0.0,0.004858,0.020986,0.049025,0.78416
