,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.000426,0.002113,0.0,2e-06,5.6e-05,0.000233,0.025084
dr-ibt,300.0,0.000759,0.003102,0.0,3.4e-05,0.000128,0.000346,0.037545
dr-ibt (tau=0),300.0,0.001621,0.001686,0.000302,0.001374,0.001459,0.001528,0.022834
dm,300.0,0.704031,0.023594,0.626727,0.68753,0.704063,0.721318,0.763265
dr,300.0,0.013817,0.018498,0.0,0.002711,0.008625,0.017484,0.15278
mrdr,300.0,0.004542,0.006766,0.0,0.00059,0.001803,0.005979,0.053023
dr-os (oracle),300.0,0.013,0.017397,0.0,0.002743,0.007945,0.017035,0.157114
dr-os,300.0,0.013578,0.018515,0.0,0.002743,0.007945,0.017035,0.157114
switch-dr (oracle),300.0,0.009188,0.016657,0.0,0.000583,0.003554,0.011221,0.15278
switch-dr,300.0,0.013817,0.018498,0.0,0.002711,0.008625,0.017484,0.15278
