,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.016241,0.026637,0.0,0.001074,0.004308,0.01982,0.146466
dr-ibt,300.0,0.018618,0.028947,1e-06,0.001745,0.006185,0.023378,0.181268
dr-ibt (tau=0),300.0,0.018106,0.029264,2e-06,0.0015,0.005498,0.022048,0.178551
dm,300.0,0.654459,0.043231,0.536613,0.624381,0.655063,0.687178,0.780142
dr,300.0,0.042833,0.065151,0.0,0.004155,0.018649,0.051537,0.479195
mrdr,300.0,0.018842,0.02681,0.0,0.002152,0.007999,0.024447,0.178797
dr-os (oracle),300.0,0.024388,0.031642,1e-06,0.003115,0.01409,0.032362,0.180704
dr-os,300.0,0.039241,0.056427,1e-06,0.00422,0.018822,0.048734,0.365066
switch-dr (oracle),300.0,0.018774,0.031328,0.0,0.001231,0.005763,0.020825,0.177109
switch-dr,300.0,0.042833,0.065151,0.0,0.004155,0.018649,0.051537,0.479195
