,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.00021,0.000129,3e-06,0.000108,0.000193,0.000301,0.000689
dr-ibt,300.0,0.000211,0.000129,9e-06,0.000108,0.000197,0.000302,0.000699
dr-ibt (tau=0),300.0,0.002225,6.8e-05,0.001823,0.002201,0.002232,0.002261,0.002332
dm,300.0,0.723072,0.006586,0.704648,0.718595,0.72329,0.727013,0.743243
dr,300.0,0.001651,0.002497,0.0,0.000149,0.00078,0.00222,0.018172
mrdr,300.0,0.000259,0.000226,0.0,7.7e-05,0.000193,0.0004,0.001364
dr-os (oracle),300.0,0.001389,0.002129,0.0,0.000172,0.00053,0.001762,0.013745
dr-os,300.0,0.001389,0.002129,0.0,0.000172,0.00053,0.001762,0.013745
switch-dr (oracle),300.0,0.000688,0.001306,0.0,3.1e-05,0.000198,0.00075,0.008797
switch-dr,300.0,0.001651,0.002497,0.0,0.000149,0.00078,0.00222,0.018172
