,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.000238,0.000224,0.0,5.7e-05,0.000179,0.000359,0.001027
dr-ibt,300.0,0.000243,0.000224,0.0,6.6e-05,0.00018,0.00037,0.00103
dr-ibt (tau=0),300.0,0.001712,9.1e-05,0.001317,0.001662,0.001715,0.001763,0.002186
dm,300.0,0.701782,0.012216,0.670669,0.693686,0.701327,0.709793,0.73354
dr,300.0,0.003878,0.005085,0.0,0.000422,0.002157,0.005528,0.041534
mrdr,300.0,0.000682,0.00089,0.0,8.1e-05,0.000311,0.000992,0.005467
dr-os (oracle),300.0,0.0036,0.004711,0.0,0.000431,0.001929,0.004636,0.035021
dr-os,300.0,0.0036,0.004711,0.0,0.000431,0.001929,0.004636,0.035021
switch-dr (oracle),300.0,0.00206,0.003198,0.0,0.000103,0.000727,0.002521,0.017788
switch-dr,300.0,0.003878,0.005085,0.0,0.000422,0.002157,0.005528,0.041534
