,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.068764,0.021407,0.006923,0.052944,0.07024,0.082859,0.139951
dr-ibt,300.0,0.069488,0.020769,0.026021,0.054317,0.067125,0.081831,0.146255
dr-ibt (tau=0),300.0,0.321798,0.013554,0.282272,0.313308,0.321792,0.330107,0.36441
dm,300.0,0.362194,0.013272,0.326657,0.353177,0.362159,0.369993,0.400547
dr,300.0,0.068858,0.022106,0.022886,0.053991,0.066634,0.081753,0.139039
mrdr,300.0,0.069225,0.022559,0.017872,0.054113,0.06681,0.083388,0.14191
dr-os (oracle),300.0,0.072261,0.021629,0.028739,0.055741,0.071333,0.085913,0.141156
dr-os,300.0,0.072261,0.021629,0.028739,0.055741,0.071333,0.085913,0.141156
switch-dr (oracle),300.0,0.067889,0.022024,0.020668,0.052074,0.067264,0.081012,0.144793
switch-dr,300.0,0.068495,0.022156,0.020668,0.052814,0.067375,0.08198,0.150538
