,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.089697,0.06915,2e-06,0.03188,0.07766,0.132037,0.308682
dr-ibt,300.0,0.137176,0.090504,0.002456,0.073535,0.113396,0.181786,0.563447
dr-ibt (tau=0),300.0,0.327431,0.048104,0.201878,0.294232,0.325128,0.35664,0.468082
dm,300.0,0.356931,0.045068,0.241224,0.325641,0.358377,0.384591,0.543681
dr,300.0,0.093946,0.084026,4e-06,0.031998,0.07208,0.137075,0.487207
mrdr,300.0,0.095514,0.089333,2e-06,0.025768,0.073363,0.131722,0.44433
dr-os (oracle),300.0,0.091814,0.076057,0.0,0.031526,0.078782,0.129167,0.385329
dr-os,300.0,0.09212,0.07676,0.0,0.032621,0.078782,0.129167,0.412372
switch-dr (oracle),300.0,0.092831,0.076309,3e-06,0.032887,0.07704,0.134421,0.386849
switch-dr,300.0,0.099399,0.083452,3e-06,0.035982,0.078697,0.142835,0.387306
