,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.084969,0.070033,6.4e-05,0.029329,0.068182,0.130674,0.329949
dr-ibt,300.0,0.137028,0.104863,0.000907,0.06488,0.116536,0.176945,0.815518
dr-ibt (tau=0),300.0,0.325767,0.043682,0.209762,0.298106,0.323483,0.348076,0.482755
dm,300.0,0.368039,0.045972,0.231575,0.338539,0.36695,0.395386,0.503422
dr,300.0,0.094375,0.078781,6e-06,0.032177,0.075103,0.139759,0.37688
mrdr,300.0,0.093695,0.086572,7.3e-05,0.027751,0.070391,0.132887,0.522134
dr-os (oracle),300.0,0.092626,0.078302,3e-06,0.029819,0.076046,0.131496,0.355058
dr-os,300.0,0.093371,0.080418,3e-06,0.030826,0.076046,0.131496,0.428476
switch-dr (oracle),300.0,0.087883,0.077312,4.4e-05,0.026818,0.070199,0.125306,0.426833
switch-dr,300.0,0.093427,0.082938,4.4e-05,0.028527,0.071872,0.135187,0.46375
