,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,4.8e-05,7.6e-05,0.0,1e-06,1.1e-05,6.5e-05,0.000364
dr-ibt,300.0,6.1e-05,7.6e-05,0.0,7e-06,2.8e-05,9.1e-05,0.000368
dr-ibt (tau=0),300.0,0.001213,8.9e-05,7e-06,0.001183,0.001218,0.001253,0.001358
dm,300.0,0.727297,0.011294,0.694822,0.720343,0.727051,0.734407,0.757527
dr,300.0,0.003514,0.005334,0.0,0.000285,0.00142,0.004421,0.033848
mrdr,300.0,0.000454,0.000651,0.0,6.6e-05,0.0002,0.000578,0.0039
dr-os (oracle),300.0,0.003647,0.005381,0.0,0.000246,0.001554,0.004696,0.034538
dr-os,300.0,0.003647,0.005381,0.0,0.000246,0.001554,0.004696,0.034538
switch-dr (oracle),300.0,0.002367,0.004101,0.0,9.1e-05,0.000666,0.002824,0.031284
switch-dr,300.0,0.003514,0.005334,0.0,0.000285,0.00142,0.004421,0.033848
