,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.044491,0.03756,0.0,0.016279,0.034676,0.064028,0.193071
dr-ibt,300.0,0.088105,0.050003,0.00999,0.04982,0.078846,0.115028,0.281142
dr-ibt (tau=0),300.0,0.064342,0.059497,7.9e-05,0.020865,0.050239,0.100072,0.272037
dm,300.0,0.359572,0.027384,0.286658,0.339371,0.358167,0.376788,0.450208
dr,300.0,0.071988,0.044146,0.000873,0.041311,0.065035,0.097918,0.28865
mrdr,300.0,0.072752,0.049277,5.4e-05,0.037885,0.064654,0.097718,0.275159
dr-os (oracle),300.0,0.077623,0.044657,0.0,0.042524,0.071731,0.107061,0.326846
dr-os,300.0,0.077623,0.044657,0.0,0.042524,0.071731,0.107061,0.326846
switch-dr (oracle),300.0,0.077236,0.044068,0.001409,0.04684,0.068621,0.105731,0.23402
switch-dr,300.0,0.078812,0.045666,0.001409,0.04684,0.071031,0.10706,0.236834
