,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.000395,0.000702,0.0,1e-05,0.000162,0.00052,0.006507
dr-ibt,300.0,0.000705,0.001694,0.0,5.3e-05,0.000233,0.000633,0.014999
dr-ibt (tau=0),300.0,0.00205,0.0003,0.000199,0.001948,0.002058,0.002151,0.003997
dm,300.0,0.698999,0.024771,0.622197,0.682113,0.702224,0.716453,0.762048
dr,300.0,0.014994,0.020954,0.0,0.001503,0.006837,0.019684,0.142433
mrdr,300.0,0.004586,0.006298,0.0,0.000434,0.002283,0.006075,0.047286
dr-os (oracle),300.0,0.012966,0.017059,2e-06,0.0015,0.006719,0.018561,0.128771
dr-os,300.0,0.014231,0.01991,2e-06,0.0015,0.006719,0.019023,0.128771
switch-dr (oracle),300.0,0.008555,0.014984,0.0,0.000607,0.002965,0.009929,0.124503
switch-dr,300.0,0.014994,0.020954,0.0,0.001503,0.006837,0.019684,0.142433
