,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.082775,0.072936,3e-06,0.024118,0.065255,0.124096,0.326286
dr-ibt,300.0,0.128986,0.09205,4.3e-05,0.057198,0.108561,0.183938,0.477285
dr-ibt (tau=0),300.0,0.308696,0.044628,0.174793,0.2763,0.309724,0.337066,0.428787
dm,300.0,0.355627,0.045458,0.240453,0.318727,0.357605,0.384939,0.475575
dr,300.0,0.08898,0.073001,6e-06,0.03146,0.074241,0.12691,0.37687
mrdr,300.0,0.090748,0.081473,1e-06,0.02625,0.074132,0.127987,0.508578
dr-os (oracle),300.0,0.09154,0.075961,6e-06,0.032968,0.072906,0.131138,0.392064
dr-os,300.0,0.092295,0.077298,6e-06,0.033533,0.072906,0.131138,0.392064
switch-dr (oracle),300.0,0.080616,0.06746,1.7e-05,0.025208,0.06793,0.11548,0.341586
switch-dr,300.0,0.087364,0.074307,1.7e-05,0.030791,0.07183,0.12671,0.414347
