,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.0713,0.022983,0.02296,0.0559,0.068304,0.084489,0.151329
dr-ibt,300.0,0.072978,0.022225,0.025669,0.056304,0.070507,0.086795,0.148242
dr-ibt (tau=0),300.0,0.324166,0.013709,0.288235,0.314761,0.323654,0.333046,0.365728
dm,300.0,0.36334,0.012896,0.33075,0.354062,0.361817,0.371108,0.403213
dr,300.0,0.068696,0.022541,0.018249,0.052443,0.066813,0.084002,0.140361
mrdr,300.0,0.068373,0.022752,0.013289,0.052303,0.065292,0.083649,0.141185
dr-os (oracle),300.0,0.074482,0.022269,0.017467,0.058571,0.073147,0.088556,0.160859
dr-os,300.0,0.074482,0.022269,0.017467,0.058571,0.073147,0.088556,0.160859
switch-dr (oracle),300.0,0.069013,0.022024,0.021031,0.052499,0.068203,0.083417,0.131061
switch-dr,300.0,0.069804,0.022499,0.021031,0.052748,0.068386,0.083958,0.135553
