,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.000693,0.001886,0.0,2.8e-05,0.000211,0.000693,0.02228
dr-ibt,300.0,0.001122,0.003089,0.0,7.7e-05,0.00032,0.000735,0.036237
dr-ibt (tau=0),300.0,0.002185,0.001528,0.000978,0.001927,0.00202,0.002127,0.02228
dm,300.0,0.70137,0.023748,0.634745,0.684722,0.702812,0.720257,0.776535
dr,300.0,0.016319,0.022252,0.0,0.002079,0.007342,0.021,0.119536
mrdr,300.0,0.006045,0.008542,0.0,0.0006,0.002535,0.008163,0.046735
dr-os (oracle),300.0,0.01403,0.01765,2e-06,0.001735,0.007121,0.018169,0.116961
dr-os,300.0,0.015321,0.020676,2e-06,0.001735,0.007121,0.018169,0.116961
switch-dr (oracle),300.0,0.008469,0.014567,0.0,0.000442,0.003075,0.009726,0.112553
switch-dr,300.0,0.016319,0.022252,0.0,0.002079,0.007342,0.021,0.119536
