,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.019157,0.029836,0.0,0.000777,0.005422,0.025658,0.208139
dr-ibt,300.0,0.023328,0.034681,0.0,0.001964,0.007347,0.031787,0.247217
dr-ibt (tau=0),300.0,0.037818,0.042167,0.0,0.005907,0.022289,0.051791,0.218985
dm,300.0,0.668422,0.043593,0.513105,0.641366,0.668972,0.698722,0.781893
dr,300.0,0.038752,0.055126,1e-06,0.003496,0.016913,0.055933,0.315745
mrdr,300.0,0.020602,0.029672,0.0,0.002258,0.007719,0.026233,0.175654
dr-os (oracle),300.0,0.02518,0.03455,0.0,0.003577,0.013614,0.034251,0.234323
dr-os,300.0,0.036651,0.051557,0.0,0.003655,0.015263,0.048719,0.290794
switch-dr (oracle),300.0,0.020253,0.03512,1e-06,0.001347,0.006305,0.021282,0.230372
switch-dr,300.0,0.038752,0.055126,1e-06,0.003496,0.016913,0.055933,0.315745
