,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.052849,0.044194,0.0,0.021113,0.040953,0.076825,0.236881
dr-ibt,300.0,0.090494,0.051634,0.006513,0.054064,0.082553,0.113326,0.368551
dr-ibt (tau=0),300.0,0.082336,0.080915,1e-06,0.026675,0.06172,0.124261,0.513807
dm,300.0,0.375783,0.027439,0.307731,0.357781,0.37723,0.394497,0.469731
dr,300.0,0.08332,0.048563,0.001904,0.04588,0.074521,0.114955,0.233455
mrdr,300.0,0.081497,0.053038,0.002412,0.044114,0.070334,0.107541,0.293658
dr-os (oracle),300.0,0.085717,0.046434,0.001343,0.051054,0.0806,0.113766,0.26247
dr-os,300.0,0.085717,0.046434,0.001343,0.051054,0.0806,0.113766,0.26247
switch-dr (oracle),300.0,0.083949,0.043321,0.004986,0.052364,0.080269,0.108908,0.274809
switch-dr,300.0,0.085278,0.043927,0.004986,0.054447,0.08084,0.111355,0.274809
