,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.079205,0.046171,0.000124,0.045247,0.072613,0.107471,0.224615
dr-ibt,300.0,0.095158,0.059377,0.007413,0.053907,0.085698,0.120882,0.377296
dr-ibt (tau=0),300.0,0.329023,0.027532,0.256489,0.310536,0.329457,0.34691,0.41364
dm,300.0,0.36996,0.026121,0.291982,0.350329,0.368959,0.387837,0.442731
dr,300.0,0.079416,0.049515,0.003817,0.040251,0.073159,0.10799,0.246563
mrdr,300.0,0.081357,0.055727,0.003208,0.04178,0.066771,0.109181,0.2836
dr-os (oracle),300.0,0.079063,0.044652,0.000219,0.047541,0.075058,0.105798,0.228851
dr-os,300.0,0.079063,0.044652,0.000219,0.047541,0.075058,0.105798,0.228851
switch-dr (oracle),300.0,0.075956,0.047626,4e-06,0.040032,0.071495,0.105109,0.248853
switch-dr,300.0,0.077995,0.049894,4e-06,0.040976,0.072169,0.106711,0.2717
