,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.019537,0.028674,0.0,0.001065,0.004483,0.025686,0.146606
dr-ibt,300.0,0.025006,0.032898,0.0,0.002089,0.012045,0.033107,0.193236
dr-ibt (tau=0),300.0,0.019264,0.027838,0.0,0.001902,0.00427,0.024561,0.140643
dm,300.0,0.674596,0.044302,0.538905,0.645141,0.676087,0.70327,0.79387
dr,300.0,0.03971,0.0546,1e-06,0.004377,0.01858,0.052288,0.304136
mrdr,300.0,0.017841,0.027142,0.0,0.00151,0.006893,0.022075,0.164417
dr-os (oracle),300.0,0.029153,0.039314,0.0,0.004427,0.017291,0.036651,0.262563
dr-os,300.0,0.038698,0.051847,0.0,0.004551,0.017832,0.051748,0.282108
switch-dr (oracle),300.0,0.023702,0.03854,0.0,0.001567,0.00785,0.029895,0.25867
switch-dr,300.0,0.03971,0.0546,1e-06,0.004377,0.01858,0.052288,0.304136
