,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.049577,0.042221,1e-06,0.01745,0.040968,0.068445,0.224553
dr-ibt,300.0,0.090835,0.051579,0.008977,0.04986,0.082571,0.119921,0.268314
dr-ibt (tau=0),300.0,0.073902,0.070438,1.8e-05,0.0214,0.057185,0.106335,0.385215
dm,300.0,0.364468,0.027735,0.284803,0.346744,0.366474,0.381422,0.4417
dr,300.0,0.079398,0.048115,0.001077,0.043773,0.069131,0.109683,0.248103
mrdr,300.0,0.078976,0.051885,0.000149,0.040209,0.068851,0.108982,0.319263
dr-os (oracle),300.0,0.077789,0.043289,0.002897,0.043411,0.075263,0.103084,0.206119
dr-os,300.0,0.077789,0.043289,0.002897,0.043411,0.075263,0.103084,0.206119
switch-dr (oracle),300.0,0.07494,0.042229,9.5e-05,0.044085,0.069824,0.100281,0.208004
switch-dr,300.0,0.077179,0.044118,9.5e-05,0.044418,0.072243,0.101864,0.215921
