,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,9.9e-05,7.9e-05,0.0,3.4e-05,8.2e-05,0.000149,0.000352
dr-ibt,300.0,0.0001,8.3e-05,0.0,3.2e-05,8.8e-05,0.000145,0.000442
dr-ibt (tau=0),300.0,0.000973,0.00016,0.000767,0.000935,0.000963,0.00099,0.003303
dm,300.0,0.725409,0.006898,0.700508,0.721004,0.725079,0.730294,0.745641
dr,300.0,0.001652,0.002277,0.0,0.000221,0.000797,0.002086,0.019162
mrdr,300.0,0.000137,0.000144,0.0,2.2e-05,9.2e-05,0.000217,0.000835
dr-os (oracle),300.0,0.001507,0.001983,0.0,0.000152,0.000748,0.002092,0.014978
dr-os,300.0,0.001507,0.001983,0.0,0.000152,0.000748,0.002092,0.014978
switch-dr (oracle),300.0,0.000779,0.001173,0.0,4.8e-05,0.000338,0.000987,0.007038
switch-dr,300.0,0.001652,0.002277,0.0,0.000221,0.000797,0.002086,0.019162
