,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),300.0,0.050902,0.032202,0.0,0.028431,0.05017,0.068838,0.177105
dr-ibt,300.0,0.07335,0.023286,0.029136,0.057653,0.070315,0.086063,0.190149
dr-ibt (tau=0),300.0,0.0879,0.080638,2e-06,0.029028,0.067307,0.125524,0.493755
dm,300.0,0.373356,0.014496,0.334575,0.363482,0.37347,0.383583,0.409715
dr,300.0,0.072594,0.024327,0.017496,0.054501,0.070716,0.088004,0.146317
mrdr,300.0,0.072895,0.024543,0.019409,0.053909,0.07114,0.087864,0.162934
dr-os (oracle),300.0,0.076314,0.02365,0.019796,0.059203,0.074714,0.091678,0.16118
dr-os,300.0,0.076314,0.02365,0.019796,0.059203,0.074714,0.091678,0.16118
switch-dr (oracle),300.0,0.071615,0.022479,0.013924,0.055542,0.069606,0.086827,0.135276
switch-dr,300.0,0.071943,0.022637,0.013924,0.056306,0.069725,0.087073,0.135276
